Name,Aired,Broadcast,Duration,Status,Type,Premiered,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites
Suteki Tantei Labyrinth,"2007-10-03,2008-03-26",Unknown,00:23:00,Finished Airing,TV,Fall 2007,25,PG 13,"Mystery,Sci-Fi",Nozomi Entertainment,Sotsu,Studio Deen,9917,15
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,"2012-12-26,2013-05-29",none,00:03:00,Finished Airing,Special,none,6,R+,"Comedy,Ecchi",Funimation,none,SILVER LINK.,38234,21
Gift: Eternal Rainbow,2006-10-06 2006-12-22,None,00:24:00,Finished Airing,TV,Fall 2006,12,PG 13,Drama Comedy Romance,"None found, add some",Studio Jack,OLM,31322,30
Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu,"Jul 17, 2020 to Jul 26, 2020",none,00:15:00,Finished Airing,TV,Summer 2020,60,PG,"Comedy,Adventure",none,none,none,188,0
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,2019-06-15,none,01:30:00,Finished Airing,Movie,none,1,PG 13,"Drama,Supernatural,Romance",Aniplex of America,"Aniplex,Tokyo MX,Nagoya Broadcasting Network,BS11,Kadokawa,ABC Animation,Hakuhodo DY Music & Pictures",CloverWorks,669911,9940
Shanhe Jian Xin,2021-02-08 2021-03-15,None,00:25:00,Finished Airing,ONA,None,16,PG 13,Fantasy Action,None,Tencent Penguin Pictures Bytehoo,Motion Magic,8884,162
Idol Time PriPara,2017-04-04 2018-03-27,2 17:55:00,00:24:00,Finished Airing,TV,Spring 2017,51,PG,None,None,Avex Pictures Shogakukan Takara Tomy A.R.T.S Nihon Ad Systems TV Tokyo,Tatsunoko Production Dongwoo A&E,6519,49
"Tokyo Dai Kuushuu: Aoyo, Kaette Koi",1987-01-01,none,00:20:00,Finished Airing,OVA,none,1,PG,Drama,none,none,none,154,0
Xue Yu Huo: Xin Zhongguo Shi Zheyang Lian Cheng De,"Jun 1, 2021 to Jul 5, 2021",none,00:03:00,Finished Airing,ONA,none,30,PG 13,Drama,none,none,none,80,0
Code:Breaker,"2012-10-07,2012-12-23",Unknown,00:24:00,Finished Airing,TV,Fall 2012,13,R 17,"Action,Comedy,Supernatural",Funimation,"Bandai Visual,Memory-Tech,Lantis,Bushiroad,Kodansha",Kinema Citrus,323857,670
Meimon! Daisan Yakyuu-bu,"1988-10-20,1989-09-29",Unknown,00:24:00,Finished Airing,TV,Fall 1988,40,PG 13,"Sports,Action",none,"Nihon Ad Systems,Studio Comet,Fuji TV","None found,,add some",808,1
Ojisan to Marshmallow,"2016-01-08,2016-03-25","fri,01:00:00",00:03:00,Finished Airing,TV,Winter 2016,12,PG 13,"Comedy,Slice of Life",none,"DAX Production,Dream Creation",Creators in Pack,65378,83
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"2020-07-08,2020-09-30","wed,22:30:00",00:27:00,Finished Airing,TV,Summer 2020,13,R 17,"Drama,Suspense,Fantasy",none,"Memory-Tech,Kadokawa Media House,AT-X,Kadokawa,Hakuhodo DY Music & Pictures",White Fox,1049085,11383
Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,"Jan 21, 2011",none,01:27:00,Finished Airing,Movie,none,1,G,"Adventure,Comedy",none,"Alpha Group Co. Ltd.,Creative Power Entertaining",none,512,0
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"1996-12-13,1997-06-21",none,00:30:00,Finished Airing,OVA,none,3,PG 13,"Comedy,Adventure,Romance,Fantasy,Drama",none,TV Asahi,Toei Animation,10092,10
Tenki no Ko,2019-07-19,none,01:52:00,Finished Airing,Movie,none,1,PG 13,"Drama,Fantasy,Award Winning,Romance",GKIDS,"JR East Marketing & Communications,Toho,Lawson Entertainment,STORY,Kadokawa,Lawson HMV Entertainment,voque ting",CoMix Wave Films,935815,11745
World Heroes,1993-01-01,none,00:02:00,Finished Airing,Special,none,1,PG 13,"Action,Supernatural,Sci-Fi,Fantasy",none,none,none,89,0
Break Blade Movie 4: Sanka no Chi,2010-10-30,none,00:49:00,Finished Airing,Movie,none,1,R 17,"Action,Fantasy",Sentai Filmworks,KlockWorx,"Xebec,Production I.G",57152,27
Pac-World,"Apr 5, 2014 to Apr 25, 2015",Saturdays at 18:30 (JST),00:25:00,Finished Airing,TV,Spring 2014,52,PG,"Adventure,Sci-Fi,Comedy",none,Bandai Namco Entertainment,OLM Digital,2546,3
Yowamushi Pedal: Grande Road,"2014-10-07,2015-03-31","tue,01:35:00",00:23:00,Finished Airing,TV,Fall 2014,24,PG 13,Sports,Discotek Media,"TV Tokyo,MediaNet,Akita Shoten,TOHO animation",TMS Entertainment,135585,495
Yuukai Anna,"Jul 21, 2018",none,00:26:00,Finished Airing,Movie,none,1,R 17,"Action,Adventure,Romance",none,none,Studio Deen,1662,0
Xin Chenglong Lixian Ji: Mengjing Shouhu Zhe,2017-08-14,none,00:12:00,Finished Airing,TV,?,52,PG,Adventure,none,none,none,43,0
Paripi Koumei,"2022-04-05,2022-06-21","tue,23:00:00",00:23:00,Finished Airing,TV,Spring 2022,12,PG 13,Comedy,Sentai Filmworks,"DMM pictures,Bit grooove promotion,Mainichi Broadcasting System,Kodansha,Avex Pictures",P.A. Works,267457,2446
Hakuouki: Hekketsuroku,"2010-10-04,2010-12-06",Mondays at Unknown,00:24:00,Finished Airing,TV,Fall 2010,10,R 17,"Drama,Action,Supernatural",Sentai Filmworks,none,Studio Deen,84741,487
Nu Wushen de Canzhuo II,"2020-07-17,2020-09-19",none,00:07:00,Finished Airing,ONA,none,8,PG 13,"Slice of Life,Gourmet,Comedy",none,miHoYoAnime,"Thundray,Blade",6907,25
Yama no Susume Second Season Specials,"2014-10-24,2015-03-27",none,00:15:00,Finished Airing,Special,none,2,PG 13,"Comedy,Slice of Life",none,Earth Star Entertainment,8bit,10640,1
High Card,"2023-01-09,2023-03-27","mon,20:00:00",00:23:00,Finished Airing,TV,Winter 2023,12,R 17,"Fantasy,Action",none,"NetEase,Kadokawa,Sammy,TMS Entertainment",Studio Hibari,86706,419
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,2005-04-06 2006-03-29,3 18:00:00,00:22:00,Finished Airing,TV,Spring 2005,52,G,Fantasy,"None found, add some",Yomiuri Advertising TV Tokyo,TMS Entertainment,3713,19
Nurse Angel Ririka SOS,"1995-07-07,1996-03-29","fri,18:00:00",00:24:00,Finished Airing,TV,Summer 1995,35,PG,"Fantasy,Drama",none,"TV Tokyo,Nihon Ad Systems",Gallop,4555,35
Futari no Joe,"May 25, 2003 to Sep 25, 2003",none,00:28:00,Finished Airing,OVA,none,6,R 17,Sports,none,none,Office AO,1538,3
Wan Wan Chuushingura,"Dec 21, 1963",none,01:21:00,Finished Airing,Movie,none,1,G,"Drama,Adventure,Action,Fantasy",none,none,Toei Animation,1244,4
Taiyo Kikakus 49th Anniversary Movie,"Feb 3, 2017",none,36 sec.,Finished Airing,ONA,none,1,G,none,none,none,Tecarat,141,0
Tokusou Kihei Dorvack,"1983-10-07,1984-07-06",Unknown,00:24:00,Finished Airing,TV,Fall 1983,36,R+,"Sci-Fi,Action",Discotek Media,Fuji TV,Ashi Productions,1509,3
ABC Tenkiyohou,2016-01-01,none,00:01:00,Finished Airing,Special,none,1,G,Slice of Life,none,none,Tecarat,225,0
Macross Dynamite 7,"1997-12-18,1998-08-25",none,00:30:00,Finished Airing,OVA,none,4,PG 13,"Adventure,Action,Comedy,Sci-Fi",none,"Big West,Bandai Visual,Mainichi Broadcasting System",Ashi Productions,13363,17
One Piece: Umi no Heso no Daibouken-hen,2000-12-20,none,00:49:00,Finished Airing,Special,none,1,PG 13,"Adventure,Fantasy,Action",none,none,Toei Animation,36281,25
Yesterday wo Utatte: Haishin-ban Episode,"2020-04-05,2020-06-21",none,00:02:00,Finished Airing,ONA,none,6,PG 13,"Drama,Romance",none,none,Doga Kobo,22543,15
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,2002-10-19,none,00:47:00,Finished Airing,Movie,none,1,PG 13,"Comedy,Romance",none,"Bones,Geneon Universal Entertainment",I-move,2891,1
Mori no Tonto-tachi,"1984-10-05,1985-03-29",Unknown,00:25:00,Finished Airing,TV,Fall 1984,23,G,Fantasy,none,Fuji TV,"Nippon Animation,Shaft",800,1
Cinderella Girls Gekijou: Climax Season,"2019-04-02,2019-06-25","tue,21:54:00",00:03:00,Finished Airing,TV,Spring 2019,13,PG 13,"Comedy,Slice of Life",none,Kadokawa,"Lesprit,Gathering",4503,3
Ari-chan,1941-01-01,none,00:11:00,Finished Airing,Movie,none,1,G,Comedy,none,none,none,932,0
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,1989-03-18,none,00:25:00,Finished Airing,Movie,none,1,G,Comedy,none,none,Pierrot,881,0
Arakure Junichi no Namida,2006-08-01,none,00:01:00,Finished Airing,ONA,none,1,PG,Comedy,none,none,none,948,1
Tong Tong - You You no Koutsuu Anzen,1991-01-01,none,00:14:00,Finished Airing,OVA,none,1,G,none,none,none,none,105,1
Kenkou Zenrakei Suiei-bu Umishou,"2007-07-04,2007-09-26",Unknown,00:25:00,Finished Airing,TV,Summer 2007,13,PG 13,"Sports,Ecchi,Comedy",none,"Marvelous,Geneon Universal Entertainment,Pony Canyon Enterprise,Pony Canyon",Artland,38444,92
Witchblade,2006-04-06 2006-09-21,4 01:45:00,00:24:00,Finished Airing,TV,Spring 2006,24,R 17,Action Sci-Fi,Funimation,Sotsu Music Publishing SKY Perfect Well Think GDH,Gonzo,113246,547
Durarara!!x2 Shou,"2015-01-10,2015-03-28","sat,23:30:00",00:24:00,Finished Airing,TV,Winter 2015,12,R 17,"Action,Mystery,Supernatural",Aniplex of America,"Aniplex,Mainichi Broadcasting System,Square Enix,ASCII Media Works,Movic",Shuka,470268,980
Oi-san to 40 no Monogatari,"Mar 26, 2018 to Sep 19, 2018",none,6 sec. per ep.,Finished Airing,ONA,none,41,G,Slice of Life,none,none,Marui Group,305,0
Xiatian Qu,2018-01-01,none,00:05:00,Finished Airing,TV,?,24,G,Comedy,none,none,none,59,0
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,2021-05-15,None,01:36:00,Finished Airing,Movie,None,1,PG 13,Fantasy Action Supernatural,Aniplex of America,Aniplex Notes Delightworks,Production I.G,67503,165
Tian Tian Quan Baobei: Feixing Leyuan,Not available,none,00:10:00,Finished Airing,TV,?,25,PG,none,none,none,none,37,0
Flanders no Inu Specials,"2000-12-24,2000-12-31",none,00:45:00,Finished Airing,Special,none,2,G,"Slice of Life,Drama",none,none,Nippon Animation,596,0
Shiroi Unabara,2015,none,00:06:00,Finished Airing,Movie,none,1,G,Drama,none,Geidai Animation,"add some,None found,",323,1
Yi Ren Zhi Xia: Fanwai Pian,"2018-09-30,2019-04-14",none,00:16:00,Finished Airing,ONA,none,2,R 17,"Supernatural,Action",none,Tencent Animation & Comics,Qiyuan Yinghua,7788,6
Koko wa Green Wood,"1991-11-22,1993-03-26",none,00:30:00,Finished Airing,OVA,none,6,PG 13,Slice of Life,"Media Blasters,Central Park Media",none,Pierrot,10191,32
Xiaochou Niu,2009 to ?,none,00:02:00,Finished Airing,ONA,none,38,G,Comedy,none,none,none,43,0
Ari to Hato (1959),"Sep 5, 1959",none,00:08:00,Finished Airing,Movie,none,1,G,none,none,Gakken,Gakken Eigakyoku,481,0
Hello Kitty no Yuki no Joou,"Dec 21, 2001",none,00:14:00,Finished Airing,OVA,none,1,G,Fantasy,none,Sanrio,none,611,1
Onegai My Melody: Yuu & Ai,2012-08-11,none,00:12:00,Finished Airing,Movie,none,1,PG,"Fantasy,Comedy",none,"TV Osaka,FuRyu,Sanrio",Studio Comet,1341,0
Kagewani,"2015-10-02,2015-12-25","fri,23:17:00",00:07:00,Finished Airing,TV,Fall 2015,13,R 17,"Suspense,Mystery,Horror,Supernatural",none,Directions,Tomovies,32516,30
Maetel Legend,"2000-12-13,2001-03-07",none,00:45:00,Finished Airing,OVA,none,2,PG 13,"Sci-Fi,Drama",Central Park Media,none,Vega Entertainment,4408,4
KJ File,"Jul 11, 2022 to Oct 3, 2022","mon,03:05:00",00:04:00,Finished Airing,TV,Summer 2022,13,PG 13,"Action,Sci-Fi",none,TV Tokyo,"ILCA,yell",8200,70
Shinigami Bocchan to Kuro Maid 2nd Season,"Jul 9, 2023 to ?","sun,22:00:00",00:23:00,Currently Airing,TV,Summer 2023,0,PG 13,"Supernatural,Comedy",none,"Shogakukan Music & Digital Entertainment,Shogakukan,Bandai Spirits,Yomiuri TV Enterprise,BS11,NBCUniversal Entertainment Japan,Shogakukan-Shueisha Productions",J.C.Staff,51943,206
Mori no Youki na Kobito-tachi: Belfy to Lillibit,"1980-01-07,1980-06-30",Unknown,00:25:00,Finished Airing,TV,Winter 1980,26,G,"Comedy,Adventure,Fantasy",Saban Entertainment,Meruhensha,Tatsunoko Production,1646,5
Sora no Method: Aru Shoujo no Kyuujitsu★,2015-07-24,none,00:11:00,Finished Airing,Special,none,1,PG 13,"Fantasy,Slice of Life,Comedy",none,"Bandai Visual,Good Smile Company,Lantis",Studio 3Hz,10031,12
Key the Metal Idol,"1994-12-16,1997-06-18",none,00:34:00,Finished Airing,OVA,none,15,R+,"Drama,Award Winning,Sci-Fi,Action","Discotek Media,VIZ Media","Fuji Creative,Fuji TV,Pony Canyon",Pierrot,22856,121
Ashita no Nadja,2003-02-02 2004-01-25,7 08:30:00,00:24:00,Finished Airing,TV,Winter 2003,50,G,Drama Romance Adventure,None,Asahi Broadcasting,Toei Animation,31389,265
Xiao Huli,1984-01-01,none,00:20:00,Finished Airing,Movie,none,1,PG,none,none,none,none,63,0
Wanpaku Oomukashi Kum Kum,"1975-10-03,1976-03-26",Unknown,00:25:00,Finished Airing,TV,Fall 1975,26,G,"Comedy,Adventure",none,Tohokushinsha Film Corporation,Sunrise,878,0
Arashi no Yoru ni: Himitsu no Tomodachi,2012-04-04 2012-09-26,None,00:23:00,Finished Airing,TV,Spring 2012,26,G,Adventure Drama,"None found, add some",MediaNet Duckbill Entertainment Bandai Visual Baku Enterprise Dentsu AT-X TV Osaka,Sparky Animation,2650,7
"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",2017-08-09,none,15 sec.,Finished Airing,Special,none,1,G,Slice of Life,none,none,Shaft,3676,2
Sinbad: Mahou no Lamp to Ugoku Shima,2016-01-16,none,00:49:00,Finished Airing,Movie,none,1,G,Adventure,none,none,Nippon Animation,1711,0
Teekyuu 4 Specials,2015-08-28,none,00:02:00,Finished Airing,Special,none,2,PG 13,"Sports,Comedy",none,"DAX Production,Earth Star Entertainment",Millepensee,5795,0
100% Pascal-sensei (TV),"Apr 15, 2017 to Dec 16, 2017",Saturdays at 06:30 (JST),00:12:00,Finished Airing,TV,Spring 2017,36,PG,Comedy,none,"Sumitomo,Asatsu DK,Shogakukan-Shueisha Productions,Shogakukan,Nippon Columbia,Mainichi Broadcasting System,Dentsu",OLM,2834,6
Dorami-chan: A Blue Straw Hat,"Mar 12, 1994",none,00:15:00,Finished Airing,Movie,none,1,G,Fantasy,none,none,none,436,0
Kirakira Kirari,2022-03-30,none,00:10:00,Finished Airing,ONA,none,1,G,Fantasy,none,none,Lesprit,807,1
Freedom,"2006-11-24,2008-05-23",none,00:28:00,Finished Airing,OVA,none,7,PG 13,"Sci-Fi,Action,Adventure","Bandai Visual USA,NYAV Post,Discotek Media,Bandai Entertainment","Dentsu,Bandai Visual",Sunrise,23747,62
Saint Seiya: Saintia Shou,"Dec 10, 2018 to Feb 18, 2019",none,00:25:00,Finished Airing,ONA,none,10,PG 13,"Adventure,Action",none,Toei Animation,Gonzo,13806,36
Maiko-san Chi no Makanai-san,"2021-02-25,2022-01-27","thur,08:30:00",00:25:00,Finished Airing,TV,Winter 2021,12,PG 13,"Slice of Life,Gourmet",none,"NHK,NHK Enterprises",J.C.Staff,17185,70
"Kimetsu no Yaiba: Jougen Shuuketsu, Soshite Katanakaji no Sato e",2023-02-03,None,01:50:00,Finished Airing,Movie,None,1,R 17,"Fantasy,Action",Aniplex of America,Aniplex,ufotable,84429,418
Anima,2005-02-01,none,00:04:00,Finished Airing,Movie,none,1,R+,none,none,none,none,2227,0
Kimi ni Todoke,"2009-10-07,2010-03-31","wed,00:59:00",00:22:00,Finished Airing,TV,Fall 2009,25,PG 13,"Drama,Romance","NIS America, Inc.","Nippon Television Network,Shueisha,VAP",Production I.G,896393,13004
Venus Project: Climax,"Jul 12, 2015 to Sep 20, 2015",Sundays at 22:00 (JST),00:23:00,Finished Airing,TV,Summer 2015,6,PG 13,Action,Funimation,Imagine,Nomad,7095,5
Hanyou no Yashahime: Sengoku Otogizoushi,"2020-10-03,2021-03-20","sat,17:30:00",00:24:00,Finished Airing,TV,Fall 2020,24,PG 13,"Adventure,Action,Fantasy",VIZ Media,"Shogakukan,Yomiuri TV Enterprise",Sunrise,118176,622
Jikuu Tantei Genshi-kun,"1998-10-01,1999-06-24","thur,18:00:00",00:25:00,Finished Airing,TV,Fall 1998,39,PG,"Mystery,Fantasy,Adventure,Comedy,Sci-Fi",Saban Entertainment,"Sanrio,Nihon Ad Systems",Group TAC,9507,22
Maria-sama ga Miteru 4th,"2009-01-03,2009-03-28",Unknown,00:25:00,Finished Airing,TV,Winter 2009,13,PG 13,"Drama,Girls Love",Nozomi Entertainment,none,Studio Deen,21932,89
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,2017-08-26,none,01:29:00,Finished Airing,Movie,none,1,PG 13,"Action,Fantasy",Sentai Filmworks,none,SILVER LINK.,92627,375
Sukuwareru Ramiris,"2022-03-19,2022-07-21",none,00:03:00,Finished Airing,ONA,none,2,PG 13,"Comedy,Fantasy",none,none,8bit,2526,2
Tatakae!! Iczer-1,"1985-10-19,1987-03-04",none,00:33:00,Finished Airing,OVA,none,3,R+,"Sci-Fi,Ecchi,Action",Media Blasters,Toshiba EMI,AIC,8849,34
Osake wa Fuufu ni Natte kara,"2017-10-04,2017-12-27","wed,01:00:00",00:03:00,Finished Airing,TV,Fall 2017,13,PG 13,"Gourmet,Comedy,Romance",none,"GYAO!,Cloud22,Yomiko Advertising,Tokyo MX,VAP",Creators in Pack,208276,389
Suisei no Gargantia: Puchitto Furikaerintia,2014-09-27,none,00:05:00,Finished Airing,Special,none,1,PG 13,"Sci-Fi,Adventure,Action",none,Bandai Visual,Production I.G,3220,2
Nijuu Mensou no Musume,"2008-04-13,2008-09-28",Unknown,00:22:00,Finished Airing,TV,Spring 2008,22,PG 13,"Mystery,Action,Adventure",none,"PRA,Fujipacific Music,Sakura Create","Bones,Telecom Animation Film",33893,157
Koukyoushihen Eureka Seven,"2005-04-17,2006-04-02","sun,07:00:00",00:24:00,Finished Airing,TV,Spring 2005,50,PG 13,"Drama,Sci-Fi,Adventure,Romance","Bandai Entertainment,Funimation","Aniplex,USEN,Bandai Channel,Mainichi Broadcasting System,Hakuhodo DY Media Partners,Bandai Visual,Ashi Productions,Bandai,Sony Music Entertainment,Kadokawa Shoten,Bandai Namco Games",Bones,427689,9037
Maze☆Bakunetsu Jikuu: Hot Springs,1998,none,00:22:00,Finished Airing,Special,none,1,None,"Fantasy,Comedy,Ecchi,Action",none,none,"add some,None found,",1259,0
Brain Powerd,"1998-04-08,1998-11-11",Unknown,00:25:00,Finished Airing,TV,Spring 1998,26,PG 13,"Sci-Fi,Adventure,Action","Bandai Entertainment,Sentai Filmworks","WOWOW,Bandai Visual",Sunrise,10219,32
Kodomo no Kaitei no Koto,2004-01-01,none,00:02:00,Finished Airing,Movie,none,1,G,none,none,none,none,696,0
Choujuushin Gravion,"2002-10-08,2002-12-17",Unknown,00:23:00,Finished Airing,TV,Fall 2002,13,PG 13,"Comedy,Sci-Fi,Action",ADV Films,Imagica,Gonzo,13461,20
Full Metal Panic! Movie 2: One Night Stand,2018-01-13,None,01:25:00,Finished Airing,Movie,None,1,R 17,Action Sci-Fi Comedy,"None found, add some","None found, add some",Gonzo,6732,5
Yojouhan Shinwa Taikei,"2010-04-23,2010-07-02","fri,00:45:00",00:22:00,Finished Airing,TV,Spring 2010,11,R 17,"Mystery,Comedy,Award Winning,Romance",Funimation,"Fujipacific Music,Toho,Dentsu,Asmik Ace,Sony Music Entertainment,Kadokawa Shoten,Tohokushinsha Film Corporation,Fuji TV",Madhouse,431437,17723
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,"Jul 15, 1989",none,00:24:00,Finished Airing,Movie,none,1,G,none,none,none,Toei Animation,667,0
Xi Hang Zongdongyuan: Loulan Chuanqi,2014 to ?,none,00:15:00,Finished Airing,TV,?,26,PG,Fantasy,none,none,none,43,0
Xiha Youji,2010 to ?,none,00:11:00,Finished Airing,TV,?,100,PG,Adventure,none,none,none,43,0
Stand By Me Doraemon 2,2020-11-20,none,01:35:00,Finished Airing,Movie,none,1,PG,"Sci-Fi,Comedy",none,"Toho,Dentsu,Abe Shuuji Jimusho,Shueisha,Nagoya Broadcasting Network,Asahi Broadcasting,Shizuoka Asahi Television,Shogakukan,TV Asahi","Shin-Ei Animation,Shirogumi",21344,111
Non Non Biyori Repeat: Hotaru ga Tanoshinda,2016-09-23,none,00:24:00,Finished Airing,OVA,none,1,PG 13,Slice of Life,none,none,SILVER LINK.,47719,36
Pokemon: Pikachu no Kirakira Daisousaku!,2009-08-01,none,00:20:00,Finished Airing,Special,none,1,PG,"Fantasy,Comedy,Adventure",none,none,OLM,6877,0
Meiji Tokyo Renka Movie 1: Yumihari no Serenade,2015-07-18,none,01:00:00,Finished Airing,Movie,none,1,PG 13,"Romance,Fantasy",none,MAGES.,Studio Deen,12005,21
Murenase! Seton Gakuen,2020-01-07 2020-03-24,2 00:30:00,00:23:00,Finished Airing,TV,Winter 2020,12,PG 13,Comedy Ecchi,"None found, add some",Happinet Animax Tokyo MX Legs Cygames,Studio Gokumi,191900,514
Pokemon: Pikachu no Dokidoki Kakurenbo,2001-07-07,none,00:23:00,Finished Airing,Movie,none,1,PG,"Comedy,Adventure,Fantasy","Miramax Films,4Kids Entertainment",none,OLM,15597,2
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,2016-03-19,none,01:10:00,Finished Airing,Movie,none,1,G,"Fantasy,Comedy,Action",none,Kinoshita Group Holdings,Toei Animation,3661,4
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,"2020-01-05,2020-03-29","sun,00:00:00",00:23:00,Finished Airing,TV,Winter 2020,13,PG 13,"Suspense,Drama",Aniplex of America,"f4samurai,Aniplex,Houbunsha",Shaft,153389,804
Senki Zesshou Symphogear XV,"2019-07-07,2019-09-29","sun,01:00:00",00:23:00,Finished Airing,TV,Summer 2019,13,PG 13,"Action,Sci-Fi",Discotek Media,"Memory-Tech,King Records,Bushiroad,Kinyosha,MAGES.",Satelight,37418,856
Mou Ippon!,2023-01-09 2023-04-03,1 01:35:00,00:23:00,Finished Airing,TV,Winter 2023,13,PG 13,Sports,Sentai Filmworks,Pony Canyon MAGNET TV Tokyo CHOCOLATE Akita Shoten,Bakken Record,20065,50
Senran Kagura Shinovi Master: Tokyo Youma-hen,"2018-10-13,2018-12-29","sat,00:00:00",00:23:00,Finished Airing,TV,Fall 2018,12,R+,"Comedy,Ecchi,Action",Funimation,"Lantis,Crunchyroll SC Anime Fund,Sotsu,AT-X",TNK,42557,94
Tobiuo no Boy wa Byouki desu,1982,none,00:18:00,Finished Airing,Movie,none,1,G,Fantasy,none,none,"add some,None found,",325,0
"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",2021-09-25,none,00:23:00,Finished Airing,Special,none,1,PG 13,Sports,none,none,TMS Entertainment,1609,5
Spy x Family Part 2,"2022-10-01,2022-12-24","sat,23:00:00",00:24:00,Finished Airing,TV,Fall 2022,13,PG 13,"Action,Comedy",none,"TV Tokyo,Shogakukan-Shueisha Productions,Shueisha,TOHO animation","Wit Studio,CloverWorks",781483,6971
Wu Dong Qian Kun 3rd Season,"2022-05-01,2022-07-10",none,00:25:00,Finished Airing,ONA,none,12,PG 13,"Fantasy,Action,Adventure",none,"China Literature Limited,Tencent Penguin Pictures",DC Impression Vision,3316,66
Sword of Phantasia,"Mar 11, 2013",none,00:01:00,Finished Airing,ONA,none,1,G,Fantasy,none,none,none,468,0
Overlord,"2015-07-07,2015-09-29","tue,23:00:00",00:24:00,Finished Airing,TV,Summer 2015,13,R 17,"Action,Fantasy,Adventure",Funimation,"Grooove,Hakuhodo DY Music & Pictures,Kadokawa,AT-X",Madhouse,1518659,25271
Spirit of Wonder: China-san Tanpenshuu,"2001-01-25,2004-01-23",none,00:13:00,Finished Airing,Special,none,3,R+,"Comedy,Sci-Fi",none,Toshiba EMI,Ajia-do,2336,4
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,1991-05-21,none,00:23:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Drama,Romance",none,Kitty Films,Magic Bus,5417,3
